"issn","name","main.url","type","ind.url"
"1819-5458","AENSI","http://www.aensiweb.com/index.html","publisher","http://www.aensiweb.com/RJAVS/"
"1874-0650","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-0987","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-205X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TONEUJ-11-15"
"1874-2203","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/MEDJ-4-9"
"1874-2599","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3757","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3781","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-7698","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-8376","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-8384","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-9151","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1875-0389","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1875-1814","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S11/1/"
"1876-2166","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-3863","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOPAINJ-10-14"
"1876-5246","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-8199","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-973X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S8/1/"
"1923-2934","Growing Science Publishing Company","http://growingscience.com/index.html","publisher","http://growingscience.com/beta/ijiec/18-a-multilevel-evolutionary-algorithm-for-optimizing-numerical-functions.html"
"1925-2528","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/pam"
"1927-520X","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-buffalo-science"
"1927-5951","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/journal-of-pharmacy-and-nutrition-sciences"
"1927-6648","BioPublisher","http://biopublisher.ca/","publisher","http://biopublisher.ca/index.php/ijms/article/view/3074"
"1939-1676","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1976-3700","Convergence Information Society","http://www.globalcis.org/eng/","publisher","http://www.globalcis.org/eng/publications.html"
"2033-6403","Generics and Biosimilars Initiative Journal","http://gabi-journal.net/","ind_journal","http://gabi-journal.net/about-gabi/current-activities"
"2039-2117","Mediterranean Center of Social and Educational Research","http://mcser.org/","publisher","http://www.mcser.org/"
"2040-8773","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=AJMS"
"2044-9038","Open Access Journals","http://www.openaccessjournals.com/","publisher","http://www.openaccessjournals.com/journals/clinical-practice.html"
"2050-1218","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/Journal-of-Regenerative-Medicine-and-Tissue.html"
"2052-6180","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/microbiology"
"2075-017X","MECS","http://www.mecs-press.org/","publisher","http://www.mecs-press.org/"
"2077-6624","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2090-8318","Natural Sciences Publishing Corporation","http://www.naturalspublishing.com/index.asp","publisher","http://www.naturalspublishing.com/show.asp?JorID=2&pgid=0"
"2091-1610","International Journal of Information Technology & Computer Science","http://ijitcs.com/","ind_journal","http://ijitcs.com/volume%2025_No_1/Volume_25_No_1.php"
"2146-7390","The Online Journal of Science and Technology","http://www.tojsat.net/","ind_journal","http://www.tojsat.net/"
"2146-8362","Journal of Interdisciplinary Histopathology","http://www.scopemed.org/?jid=60","ind_journal","http://www.scopemed.org/?jid=60"
"2146-9466","International Journal of New Trends in Arts, Sports & Science Education","http://www.ijtase.net/ojs/index.php/IJTASE","ind_journal","http://www.ijtase.net/ojs/index.php/IJTASE"
"2153-1293","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2156-6992","UniversityPublications.net","http://www.universitypublications.net/index.html","publisher","http://www.universitypublications.net/index.html"
"2162-1381","American International Journal of Contemporary Research","http://aijcrnet.com/","ind_journal","http://www.aijcrnet.com/index.php/journals-link"
"2162-2191","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=3"
"2163-1492","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=104"
"2163-1603","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=106"
"2163-243X","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=105"
"2163-3010","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2163-9361","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=9"
"2164-2559","International Journal of Business and Social Research","http://thejournalofbusiness.org/index.php/site","ind_journal","http://thejournalofbusiness.org/index.php/site"
"2165-4069","The Science and Information Organization","http://thesai.org/","publisher","http://thesai.org/Publications"
"2165-6266","UniversityPublications.net","http://www.universitypublications.net/index.html","publisher","http://www.universitypublications.net/index.html"
"2165-8749","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2165-8781","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2165-8919","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=105"
"2165-8978","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=104"
"2165-9303","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2166-465X","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=107"
"2166-5206","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=109"
"2166-5214","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=109"
"2166-997X","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=106"
"2167-0447","International Scholars Journals","http://internationalscholarsjournals.org/","publisher","http://internationalscholarsjournals.org/journal/ijas/articles/cost-and-return-analysis-of"
"2167-7301","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2167-7352","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=112"
"2167-9517","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2168-4820","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=102"
"2168-4952","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=115"
"2169-2483","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2187-9834","Science Postprint","http://www.spp-j.com/","ind_journal","http://www.spp-j.com/about/faq.php"
"2225-3610","International Network for Natural Sciences","http://www.innspub.net/","publisher","http://www.innspub.net/journal/international-journal-of-agronomy-and-agricultural-research-ijaar/"
"2227-670X","International Journal of Agriculture and Crop Sciences","http://ijagcs.com/","ind_journal","http://ijagcs.com/"
"2229-3809","Scholar Science Journals","http://www.ssjournals.com/","publisher","http://www.ssjournals.com/index.php/ijbar/user/register"
"2229-5631","Engineering Journals","http://www.enggjournals.com/","publisher","http://www.enggjournals.com/ijcse/index.html"
"2229-6247","International Journal of Business Management and Economic Research","http://www.ijbmer.com/index.php","ind_journal","http://www.ijbmer.com/index.php"
"2231-086X","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/announcement/index-medicus-selected-15-sdi-journals"
"2231-2196","International Journal of Current Research and Review","http://www.ijcrr.com/current_issue.html","ind_journal","http://www.ijcrr.com/index-2.html"
"2231-5381","International Journal of Engineering Trends and Technology","http://ijettjournal.org","ind_journal","http://ijettjournal.org"
"2231-539X","ScienceFlora","http://scienceflora.org/","publisher","http://scienceflora.org/journals.php"
"2231-5454","Innovative Journals","http://www.innovativejournal.in","publisher","http://innovativejournal.in/jour/"
"2239-5938","European Journal of Sustainable Development","http://www.ecsdev.org/","ind_journal","http://www.ecsdev.org/"
"2249-0558","International Journals of Multidisciplinary Research Academy","http://www.ijmra.us/","publisher","http://www.ijmra.us/callforpaper.php"
"2249-1619","Indus Foundation for Education, Research & Social Welfare","http://www.indusedu.org/","publisher","http://www.indusedu.org/"
"2249-1929","Acta Velit","http://actavelit.com/","ind_journal","http://saepub.com/"
"2249-5762","International Journal of Research in Mechanical Engineering and Technology","http://www.ijrmet.com/","ind_journal","http://www.ijrmet.com/"
"2250-3560","Society for Science and Nature","http://scienceandnature.org/index.php","publisher","http://scienceandnature.org/index.php"
"2276-7134","Scholarly Journals","http://scholarly-journals.com/index.htm","publisher","http://scholarly-journals.com/journals.htm"
"2276-7495","Science Journal Publication","http://www.sjpub.org/","publisher","http://www.sjpub.org/journals.html"
"2276-9900","e3Journals","http://www.e3journals.org/index.php","publisher","http://www.e3journals.org/abstracts.php?artID=531&jid=6"
"2277-2103","Centre For Info Bio Technology","http://www.cibtech.org/index.htm","publisher","http://www.cibtech.org/jms.htm"
"2277-9655","International Journal of Engineering Sciences & Research Technology","http://www.ijesrt.com/index.html","ind_journal","http://www.ijesrt.com/index.html"
"2278-5477","Discovery Publication","http://discoveryjournals.com","publisher","http://discoveryjournals.com/discoveryscience/index.htm"
"2278-5485","Discovery Publication","http://discoveryjournals.com","publisher","http://discoveryjournals.com/discoveryscience/index.htm"
"2278-7461","International Journal of Engineering Inventions","http://www.ijeijournal.com/index.html","ind_journal","http://www.ijeijournal.com/index.html"
"2301-2218","Future Academy","http://www.futureacademy.org.uk/","publisher","http://www.futureacademy.org.uk/publication/EjSBS/"
"2304-1021","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2304-1455","Asian Economic and Social Society","http://www.aessweb.com/index.php","publisher","http://www.aessweb.com/journals/"
"2306-9317","World Academic Publishing","http://www.academicpub.org/","publisher","http://www.academicpub.org/amsa/home.aspx?aspxerrorpath=/amsa/callforbookcapters.aspx"
"2306-9325","World Academic Publishing","http://www.academicpub.org/","publisher","http://www.academicpub.org/amsa/home.aspx?aspxerrorpath=/amsa/callforbookcapters.aspx"
"2307-4531","International Journals of Research Papers","http://gssrr.org/","publisher","http://gssrr.org/"
"2307-6976","Research, Science, and Technology Publishers","http://rstpublishers.com/","publisher","http://rstpublishers.com/"
"2308-8354","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/journal-of-rehabilitation-robotics/"
"2309-0529","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/journal-of-therapy-and-management-in-hiv-infection/"
"2309-3528","iConcept Press Ltd.","https://www.iconceptpress.com/","publisher","https://www.iconceptpress.com/journals/"
"2309-8023","Academy of Business & Scientific Research","http://www.absronline.org/","publisher","http://absronline.org/journals/"
"2310-5119","ESci Journals Publishing","http://www.escijournals.net/","publisher","http://escijournals.net/IJER"
"2311-858X","Savvy Science Publisher","http://savvysciencepublisher.com/","publisher","http://savvysciencepublisher.com/global-journal-of-botanical-science/"
"2311-8717","Savvy Science Publisher","http://savvysciencepublisher.com/","publisher","http://savvysciencepublisher.com/journal-of-composites-and-biodegradable-polymers/"
"2315-4462","Engineering and Technology Publishing","http://etpub.com/","publisher","http://www.etpub.com/index.php?m=content&c=index&a=lists&catid=12"
"2315-5140","Global Advanced Research Journals","http://garj.org/","publisher","http://garj.org/garjest"
"2315-6163","Scholarly Journals","http://scholarly-journals.com/index.htm","publisher","http://scholarly-journals.com/journals.htm"
"2319-2119","Experiment","http://www.experimentjournal.com/","ind_journal","http://www.experimentjournal.com/"
"2319-5886","International Journal of Medical Research & Health Sciences","http://ijmrhs.com/","ind_journal","http://www.ijmrhs.com/"
"2320-0227","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/abstract/19235"
"2321-0109","Trans Stellar","http://www.tjprc.org/index.php","publisher","http://www.tjprc.org/index.php"
"2321-1571","Asian Online Journals","http://www.ajouronline.com/","publisher","http://www.ajouronline.com/index.php/AJAFS"
"2321-1784","International Journals of Multi Dimensional Research","http://www.ijmr.net.in/","publisher","http://www.ijmr.net.in/aboutijmss.php"
"2321-2799","Asian Online Journals","http://www.ajouronline.com/","publisher","http://www.ajouronline.com/index.php/AJHSS"
"2322-1968","SJournals","http://sjournals.com/","publisher","http://sjournals.com/index.php/SJBS/index"
"2325-0003","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=104"
"2325-0011","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=104"
"2325-0399","Natural Sciences Publishing Corporation","http://www.naturalspublishing.com/index.asp","publisher","http://www.naturalspublishing.com/show.asp?JorID=1&pgid=0"
"2327-5960","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=2"
"2327-6703","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2328-3912","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2328-3947","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2328-7306","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2328-7381","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2330-4596","Research Publisher","http://researchpub.org/index.html","publisher","http://researchpub.org/index.html"
"2330-460X","Research Publisher","http://researchpub.org/index.html","publisher","http://researchpub.org/index.html"
"2331-0626","Lawarence Press","http://lawarencepress.com","publisher","http://lawarencepress.com/member/dr-basanta-kumar/"
"2331-2017","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2333-116X","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2333-4797","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2333-9233","Ethan Publishing Company","http://www.ethanpublishing.com/","publisher","http://www.ethanpublishing.com/index.php?m=content&c=index&a=lists&catid=11"
"2333-9241","Ethan Publishing Company","http://www.ethanpublishing.com/","publisher","http://www.ethanpublishing.com/index.php?m=content&c=index&a=lists&catid=11"
"2347-8284","International Academy for Science & Technology Education and Research","http://www.iaster.com/index.php","publisher","http://www.iaster.com/journaldetail.php?Name=IJRCEAD"
"2348-5906","International Journal of Mosquito Research","http://dipterajournal.com/","ind_journal","http://www.dipterajournal.com/"
"2348-7550","International Journal of Advanced Technology in Engineering and Science","http://www.ijates.com/","ind_journal","http://www.ijates.com/callforpapers.php"
"2349-0349","ARC Journals","https://www.arcjournals.org/","publisher","https://www.arcjournals.org/journals-by-title"
"2349-0403","ARC Journals","https://www.arcjournals.org/","publisher","https://www.arcjournals.org/journals-by-title"
"2349-2058","International Journal of Engineering Research & Management","https://www.ijerm.com/","ind_journal","https://www.ijerm.com/"
"2349-4506","Global Journal of Engineering Science and Research Management","http://www.gjesrm.com/","ind_journal","http://www.gjesrm.com/"
"2360-9478","Pinnacle Journal Publication","http://pjpub.org/","publisher","http://pjpub.org/"
"2360-9508","Pinnacle Journal Publication","http://pjpub.org/","publisher","http://pjpub.org/"
"2373-6410","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2373-6453","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2374-5142","Scientific Online Publishing","http://www.scipublish.com/","publisher","http://www.scipublish.com/journals"
"2374-6343","Scientific Online Publishing","http://www.scipublish.com/","publisher","http://www.scipublish.com/journals"
"2374-6890","Symbiosis ","http://symbiosisonlinepublishing.com/index.php","publisher","https://symbiosisonlinepublishing.com/index.php"
"2374-6904","Symbiosis ","http://symbiosisonlinepublishing.com/index.php","publisher","https://symbiosisonlinepublishing.com/index.php"
"2376-1393","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2376-7960","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2377-4312","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2378-3184","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2378-5586","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2473-1005","Open Access Pub","http://www.openaccesspub.org/","publisher","http://www.openaccesspub.org/open-access-journals-a-to-z"
"0002-9602","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0007-0998","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0010-4086","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0022-4294","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0031-8248","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0034-4338","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0047-2530","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0097-9740","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0734-306X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0972-8643","Antarctic Journals","http://www.domainsmoon.com/","publisher","http://www.domainsmoon.com/"
"0973-4392","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/editor-apply-now.php"
"0973-4562","Oriental Journal of Computer Science and Technology","http://www.computerscijournal.org/","ind_journal","http://www.computerscijournal.org/feed/"
"0973-7294","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0973-7545","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0973-9599","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/alljournals.php?cat_id=0"
"0974-2611","e-journal","http://worldresearchjournals.com/","publisher","https://worldresearchjournals.com/"
"0974-2646","Hind Agri-Horticultural Society","http://www.researchjournal.co.in/index.html","publisher","http://www.researchjournal.co.in/IJCBM.htm"
"0975-6159","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/editor-apply-now.php"
"0975-7155","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/journal.php?cat_id=8"
"0976-6200","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/journal.php?cat_id=13"
"0976-6340","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/Call_for_Paper.asp?fmonth=May&tmonth=June&year=2017&nmonth=July"
"0976-6375","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/Call_for_Paper.asp?fmonth=May&tmonth=June&year=2017&nmonth=July"
"0976-6979","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/Call_for_Paper.asp?fmonth=May&tmonth=June&year=2017&nmonth=July"
"0976-6987","International Association for Engineering and Management Education","http://www.iaeme.com/about.asp","publisher","http://www.iaeme.com/Call_for_Paper.asp?fmonth=May&tmonth=June&year=2017&nmonth=July"
"1092-4051","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJEICM"
"1142-1146","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Archives.php"
"1177-391X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1305-8215","iSER Publications","http://iserjournals.com/","publisher","http://www.iserjournals.com/journals/eurasia"
"1307-0428","Journal of International Environmental Application & Science","http://www.jieas.com/index.html","ind_journal","http://www.jieas.com/index.html"
"1314-3344","Hilaris","http://www.e-hilaris.com/index.html","publisher","http://www.e-hilaris.com/MAE.html"
"1314-7536","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/imf.html"
"1314-7544","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ijcms.html"
"1314-7641","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ces/index.html"
"1365-2125","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1365-2362","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1440-1843","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1528-834X","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJC"
"1528-8366","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJID"
"1528-8439","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJGO"
"1528-8927","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1528-8943","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1531-2984","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJPM"
"1540-2614","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJE"
"1540-2649","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJHE"
"1545-6943","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1553-5827","The Business Review, Cambridge","http://www.jaabc.com/brc.html","ind_journal","http://www.jaabc.com/brc.html"
"1553-9865","Marsland Press","http://www.sciencepub.net/","publisher","http://www.sciencepub.net/researcher/"
"1600-0722","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1683-3511","Natural Sciences Publishing Corporation","http://www.naturalspublishing.com/index.asp","publisher","http://www.naturalspublishing.com/show.asp?JorID=52&pgid=0"
"1687-4811","ICGST","http://www.icgst.com/","publisher","http://www.icgst.com/"
"1694-1217","Journal of Medical Science and Technology","http://www.jmst.webs.com/","ind_journal","http://www.jmst.webs.com/"
"1743-3525","WIT Press","http://www.witpress.com/","publisher","https://www.witpress.com/elibrary/wit-transactions-on-biomedicine-and-health"
"1743-498X","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1749-3889","World Academic Union","http://www.worldacademicunion.com/default.html","publisher","http://www.worldacademicunion.com/journal.html"
"1749-3897","World Academic Union","http://www.worldacademicunion.com/default.html","publisher","http://www.worldacademicunion.com/journal.html"
"1755-7445","WIT Press","http://www.witpress.com/","publisher","https://www.witpress.com/journals/dne"
"1755-8336","WIT Press","http://www.witpress.com/","publisher","https://www.witpress.com/elibrary/wit-transactions-on-state-of-the-art-in-science-and-engineering"
"1758-1907","Open Access Journals","http://www.openaccessjournals.com/","publisher","http://www.openaccessjournals.com/journals/diabetes-management.html"
"1792-7544","Scienpress Ltd.","http://www.scienpress.com/Default.asp","publisher","http://www.scienpress.com/journal_focus.asp?main_id=55&Sub_id=IV&Issue=137759"
"1816-353X","International Journal of Network Security","http://ijns.jalaxy.com.tw/","ind_journal","http://ijns.jalaxy.com.tw/"
"1844-8143","Bioflux Society","http://www.bioflux.com.ro/","publisher","http://www.bioflux.com.ro/rss-articles/"
"1874-110X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOCSJ-11-108"
"1874-1177","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-1290","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOEEJ-11-99"
"1874-2262","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S17/1/"
"1874-2947","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S1/1/"
"1874-3501","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOPSYJ-10-61"
"1874-3544","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3811","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-4079","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-415X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-4478","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOTJ-11-31"
"1874-8287","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-9445","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOPHJ-10-57"
"1874-9488","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5068","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5181","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5319","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1877-6094","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1920-3853","Canadian Journal of Pure and Applied Sciences","http://www.cjpas.net/","ind_journal","http://www.cjpas.net/"
"1923-0184","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/sss"
"1923-7529","Better Advances Press","http://www.bapress.ca/index.html","publisher","http://www.bapress.ca/journals.php"
"1923-841X","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/ibm"
"1923-8460","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/est"
"1925-251X","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/pam"
